             0.896173,            0.091819,            0.009475,            0.001851,            0.000491,            0.000138,            0.000053,
             0.000000,            0.781639,            0.152453,            0.043097,            0.015011,            0.005222,            0.002578,
             0.000000,            0.000000,            0.480344,            0.267586,            0.140784,            0.066041,            0.045244,
             0.000000,            0.000000,            0.000000,            0.269675,            0.292938,            0.210859,            0.226528,
             0.000000,            0.000000,            0.000000,            0.000000,            0.182967,            0.266659,            0.550374,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.133616,            0.866384,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.906144,            0.084035,            0.007931,            0.001423,            0.000347,            0.000089,            0.000031,
             0.000000,            0.801319,            0.143740,            0.037459,            0.011993,            0.003826,            0.001663,
             0.000000,            0.000000,            0.517244,            0.266011,            0.128575,            0.055248,            0.032921,
             0.000000,            0.000000,            0.000000,            0.307815,            0.306194,            0.201413,            0.184578,
             0.000000,            0.000000,            0.000000,            0.000000,            0.217183,            0.288900,            0.493917,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.163717,            0.836283,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.961587,            0.036761,            0.001516,            0.000122,            0.000013,            0.000001,            0.000000,
             0.000000,            0.915732,            0.073991,            0.008806,            0.001266,            0.000179,            0.000028,
             0.000000,            0.000000,            0.769503,            0.182182,            0.039384,            0.007444,            0.001487,
             0.000000,            0.000000,            0.000000,            0.626072,            0.273771,            0.078236,            0.021921,
             0.000000,            0.000000,            0.000000,            0.000000,            0.545037,            0.312883,            0.142079,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.487132,            0.512868,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.928927,            0.065430,            0.004804,            0.000677,            0.000129,            0.000026,            0.000006,
             0.000000,            0.847310,            0.119720,            0.024711,            0.006224,            0.001553,            0.000482,
             0.000000,            0.000000,            0.610706,            0.249586,            0.094766,            0.031772,            0.013170,
             0.000000,            0.000000,            0.000000,            0.414208,            0.321341,            0.164066,            0.100386,
             0.000000,            0.000000,            0.000000,            0.000000,            0.319093,            0.328542,            0.352365,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.258290,            0.741710,
