1000100,     1,
1000101,     2,
1000200,     3,
1000300,     4,
1000400,     5,
1000500,     6,
1000600,     7,
1000602,     8,
1000603,     9,
1001000,    10,
1001001,    11,
1001500,    12,
1001800,    13,
1001801,    14,
1002100,    15,
1003700,    16,
1003800,    17,
1003801,    18,
1004300,    19,
1007000,    20,
1027900,    21,
