             0.324820,            0.587696,            0.083185,            0.004122,            0.000169,            0.000007,            0.000000,            0.000000,            0.000000,           -0.000000,            0.000000,
             0.000000,            0.787983,            0.197545,            0.013714,            0.000717,            0.000038,            0.000002,            0.000000,            0.000000,           -0.000000,            0.000000,
             0.000000,            0.000000,            0.871522,            0.118599,            0.009187,            0.000637,            0.000052,            0.000003,            0.000000,            0.000000,           -0.000000,
             0.000000,            0.000000,            0.000000,            0.853435,            0.131402,            0.013570,            0.001464,            0.000121,            0.000008,            0.000000,            0.000000,
             0.000000,            0.000000,            0.000000,            0.000000,            0.805246,            0.164747,            0.026781,            0.002960,            0.000249,            0.000017,            0.000001,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.717593,            0.237731,            0.039783,            0.004482,            0.000382,            0.000028,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.715161,            0.239362,            0.040449,            0.004603,            0.000426,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.712808,            0.240907,            0.041118,            0.005167,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.710392,            0.242499,            0.047110,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.707984,            0.292016,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.270473,            0.618606,            0.104522,            0.006091,            0.000292,            0.000015,            0.000001,            0.000000,            0.000000,           -0.000000,            0.000000,
             0.000000,            0.757996,            0.222823,            0.018015,            0.001094,            0.000067,            0.000005,            0.000000,            0.000000,            0.000000,           -0.000000,
             0.000000,            0.000000,            0.852224,            0.134628,            0.012082,            0.000969,            0.000091,            0.000007,            0.000000,            0.000000,           -0.000000,
             0.000000,            0.000000,            0.000000,            0.831692,            0.148210,            0.017662,            0.002207,            0.000211,            0.000016,            0.000001,            0.000000,
             0.000000,            0.000000,            0.000000,            0.000000,            0.777339,            0.183243,            0.034521,            0.004428,            0.000432,            0.000034,            0.000002,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.679847,            0.261827,            0.050936,            0.006671,            0.000662,            0.000057,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.677168,            0.263479,            0.051761,            0.006847,            0.000746,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.674578,            0.265036,            0.052588,            0.007798,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.671919,            0.266640,            0.061441,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.669272,            0.330728,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.187141,            0.652134,            0.148627,            0.011345,            0.000703,            0.000046,            0.000004,            0.000000,            0.000000,           -0.000000,            0.000000,
             0.000000,            0.701087,            0.268639,            0.027922,            0.002167,            0.000168,            0.000016,            0.000001,            0.000000,            0.000000,           -0.000000,
             0.000000,            0.000000,            0.814690,            0.164386,            0.018769,            0.001904,            0.000227,            0.000022,            0.000002,            0.000000,            0.000000,
             0.000000,            0.000000,            0.000000,            0.789620,            0.178661,            0.026873,            0.004268,            0.000521,            0.000052,            0.000004,            0.000000,
             0.000000,            0.000000,            0.000000,            0.000000,            0.724100,            0.214785,            0.051509,            0.008437,            0.001053,            0.000106,            0.000010,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.609825,            0.300847,            0.074972,            0.012578,            0.001598,            0.000179,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.606747,            0.302414,            0.076101,            0.012895,            0.001843,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.603774,            0.303868,            0.077232,            0.015126,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.600727,            0.305366,            0.093907,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.597694,            0.402306,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.095048,            0.650024,            0.227213,            0.025256,            0.002230,            0.000203,            0.000023,            0.000002,            0.000000,            0.000000,           -0.000000,
             0.000000,            0.607331,            0.337167,            0.049483,            0.005360,            0.000572,            0.000076,            0.000009,            0.000001,            0.000000,            0.000000,
             0.000000,            0.000000,            0.749914,            0.211155,            0.033400,            0.004648,            0.000766,            0.000104,            0.000012,            0.000001,            0.000000,
             0.000000,            0.000000,            0.000000,            0.717712,            0.224147,            0.046042,            0.010115,            0.001716,            0.000238,            0.000028,            0.000003,
             0.000000,            0.000000,            0.000000,            0.000000,            0.635510,            0.255984,            0.085125,            0.019446,            0.003391,            0.000480,            0.000064,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.499316,            0.345554,            0.120803,            0.028430,            0.005068,            0.000829,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.495780,            0.346654,            0.122374,            0.029088,            0.006103,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.492373,            0.347619,            0.123942,            0.036067,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.488886,            0.348619,            0.162494,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.485424,            0.514576,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.394863,            0.541060,            0.061504,            0.002487,            0.000084,            0.000003,            0.000000,            0.000000,            0.000000,            0.000000,           -0.000000,
             0.000000,            0.821271,            0.168633,            0.009658,            0.000418,            0.000018,            0.000001,            0.000000,            0.000000,           -0.000000,            0.000000,
             0.000000,            0.000000,            0.892583,            0.100555,            0.006462,            0.000373,            0.000025,            0.000001,            0.000000,            0.000000,            0.000000,
             0.000000,            0.000000,            0.000000,            0.877248,            0.112174,            0.009651,            0.000864,            0.000059,            0.000003,            0.000000,            0.000000,
             0.000000,            0.000000,            0.000000,            0.000000,            0.836111,            0.142754,            0.019245,            0.001761,            0.000122,            0.000007,            0.000000,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.760160,            0.208164,            0.028794,            0.002681,            0.000189,            0.000011,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.758030,            0.209713,            0.029293,            0.002755,            0.000208,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.755968,            0.211190,            0.029795,            0.003046,
