             0.914783,            0.077115,            0.006676,            0.001103,            0.000247,            0.000058,            0.000018,
             0.000000,            0.818590,            0.135330,            0.032570,            0.009606,            0.002817,            0.001087,
             0.000000,            0.000000,            0.551135,            0.262096,            0.116639,            0.046028,            0.024102,
             0.000000,            0.000000,            0.000000,            0.344787,            0.314910,            0.189855,            0.150448,
             0.000000,            0.000000,            0.000000,            0.000000,            0.251576,            0.306388,            0.442035,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.194873,            0.805127,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.967240,            0.031558,            0.001117,            0.000077,            0.000007,            0.000001,            0.000000,
             0.000000,            0.927875,            0.064566,            0.006627,            0.000820,            0.000099,            0.000013,
             0.000000,            0.000000,            0.800273,            0.163540,            0.030422,            0.004939,            0.000826,
             0.000000,            0.000000,            0.000000,            0.671519,            0.252250,            0.061848,            0.014384,
             0.000000,            0.000000,            0.000000,            0.000000,            0.596855,            0.293773,            0.109372,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.542486,            0.457514,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.988388,            0.011460,            0.000147,            0.000004,            0.000000,            0.000000,            0.000000,
             0.000000,            0.974093,            0.024916,            0.000945,            0.000043,            0.000002,            0.000000,
             0.000000,            0.000000,            0.924850,            0.070075,            0.004776,            0.000282,            0.000016,
             0.000000,            0.000000,            0.000000,            0.869680,            0.118958,            0.010571,            0.000791,
             0.000000,            0.000000,            0.000000,            0.000000,            0.834470,            0.148504,            0.017026,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.806986,            0.193014,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.889391,            0.096989,            0.010577,            0.002178,            0.000609,            0.000180,            0.000075,
             0.000000,            0.768407,            0.157800,            0.046895,            0.017203,            0.006314,            0.003382,
             0.000000,            0.000000,            0.456546,            0.267096,            0.148065,            0.073327,            0.054965,
             0.000000,            0.000000,            0.000000,            0.246262,            0.282478,            0.215009,            0.256250,
             0.000000,            0.000000,            0.000000,            0.000000,            0.162651,            0.250879,            0.586470,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.116221,            0.883779,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.919720,            0.073087,            0.005995,            0.000941,            0.000200,            0.000045,            0.000013,
             0.000000,            0.828552,            0.130148,            0.029797,            0.008348,            0.002322,            0.000833,
             0.000000,            0.000000,            0.571339,            0.258652,            0.109303,            0.040898,            0.019807,
             0.000000,            0.000000,            0.000000,            0.367703,            0.318410,            0.181813,            0.132073,
             0.000000,            0.000000,            0.000000,            0.000000,            0.273457,            0.315234,            0.411310,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.215116,            0.784884,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.993884,            0.006074,            0.000041,            0.000001,            0.000000,            0.000000,            0.000000,
             0.000000,            0.986306,            0.013416,            0.000271,            0.000007,            0.000000,            0.000000,
             0.000000,            0.000000,            0.959792,            0.038759,            0.001404,            0.000044,            0.000001,
             0.000000,            0.000000,            0.000000,            0.929277,            0.067426,            0.003174,            0.000122,
             0.000000,            0.000000,            0.000000,            0.000000,            0.909320,            0.085683,            0.004998,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.893463,            0.106537,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.952411,            0.045054,            0.002277,            0.000223,            0.000030,            0.000004,            0.000001,
             0.000000,            0.896212,            0.088300,            0.012784,            0.002242,            0.000387,            0.000076,
             0.000000,            0.000000,            0.721704,            0.207586,            0.054791,            0.012680,            0.003238,
             0.000000,            0.000000,            0.000000,            0.558272,            0.298895,            0.104788,            0.038044,
             0.000000,            0.000000,            0.000000,            0.000000,            0.469801,            0.331216,            0.198982,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.408503,            0.591497,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.898708,            0.089861,            0.009073,            0.001736,            0.000451,            0.000124,            0.000047,
             0.000000,            0.786617,            0.150335,            0.041668,            0.014219,            0.004844,            0.002317,
             0.000000,            0.000000,            0.489508,            0.267459,            0.137847,            0.063298,            0.041889,
             0.000000,            0.000000,            0.000000,            0.278938,            0.296577,            0.208843,            0.215642,
             0.000000,            0.000000,            0.000000,            0.000000,            0.191154,            0.272455,            0.536392,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.140730,            0.859270,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.914790,            0.077110,            0.006675,            0.001103,            0.000247,            0.000058,            0.000018,
             0.000000,            0.818604,            0.135323,            0.032566,            0.009604,            0.002816,            0.001087,
             0.000000,            0.000000,            0.551163,            0.262092,            0.116629,            0.046020,            0.024095,
             0.000000,            0.000000,            0.000000,            0.344819,            0.314915,            0.189844,            0.150422,
             0.000000,            0.000000,            0.000000,            0.000000,            0.251606,            0.306401,            0.441992,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.194900,            0.805100,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.831225,            0.137227,            0.021333,            0.006112,            0.002391,            0.000995,            0.000716,
             0.000000,            0.660050,            0.187038,            0.075740,            0.038419,            0.019759,            0.018994,
             0.000000,            0.000000,            0.290405,            0.229519,            0.176456,            0.123196,            0.180424,
             0.000000,            0.000000,            0.000000,            0.109706,            0.177945,            0.193751,            0.518598,
             0.000000,            0.000000,            0.000000,            0.000000,            0.057035,            0.126795,            0.816170,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.033569,            0.966431,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.981042,            0.018555,            0.000386,            0.000016,            0.000001,            0.000000,            0.000000,
             0.000000,            0.957897,            0.039501,            0.002412,            0.000177,            0.000013,            0.000001,
             0.000000,            0.000000,            0.879830,            0.107150,            0.011788,            0.001127,            0.000104,
             0.000000,            0.000000,            0.000000,            0.795471,            0.175993,            0.025338,            0.003198,
             0.000000,            0.000000,            0.000000,            0.000000,            0.743379,            0.214508,            0.042113,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.703680,            0.296320,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.966035,            0.032672,            0.001198,            0.000086,            0.000008,            0.000001,            0.000000,
             0.000000,            0.925280,            0.066614,            0.007072,            0.000905,            0.000114,            0.000015,
             0.000000,            0.000000,            0.793630,            0.167716,            0.032284,            0.005426,            0.000944,
             0.000000,            0.000000,            0.000000,            0.661588,            0.257261,            0.065312,            0.015839,
             0.000000,            0.000000,            0.000000,            0.000000,            0.585441,            0.298411,            0.116148,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.530214,            0.469786,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.936744,            0.058784,            0.003877,            0.000493,            0.000085,            0.000015,            0.000003,
             0.000000,            0.863418,            0.110056,            0.020533,            0.004663,            0.001047,            0.000284,
             0.000000,            0.000000,            0.645912,            0.238870,            0.081739,            0.024640,            0.008838,
             0.000000,            0.000000,            0.000000,            0.457850,            0.319336,            0.146338,            0.076476,
             0.000000,            0.000000,            0.000000,            0.000000,            0.363329,            0.335444,            0.301227,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.301248,            0.698752,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.968354,            0.030524,            0.001045,            0.000070,            0.000006,            0.000001,            0.000000,
             0.000000,            0.930278,            0.062652,            0.006226,            0.000745,            0.000088,            0.000011,
             0.000000,            0.000000,            0.806459,            0.159578,            0.028726,            0.004512,            0.000726,
             0.000000,            0.000000,            0.000000,            0.680823,            0.247401,            0.058665,            0.013110,
             0.000000,            0.000000,            0.000000,            0.000000,            0.607595,            0.289194,            0.103211,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.554074,            0.445926,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.976265,            0.023103,            0.000599,            0.000030,            0.000002,            0.000000,            0.000000,
             0.000000,            0.947447,            0.048513,            0.003673,            0.000334,            0.000030,            0.000003,
             0.000000,            0.000000,            0.851570,            0.128524,            0.017569,            0.002090,            0.000246,
             0.000000,            0.000000,            0.000000,            0.750384,            0.206584,            0.037048,            0.005984,
             0.000000,            0.000000,            0.000000,            0.000000,            0.689237,            0.247879,            0.062884,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.643362,            0.356638,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.895941,            0.091998,            0.009512,            0.001862,            0.000495,            0.000139,            0.000054,
             0.000000,            0.781184,            0.152644,            0.043228,            0.015084,            0.005258,            0.002603,
             0.000000,            0.000000,            0.479512,            0.267589,            0.141048,            0.066292,            0.045559,
             0.000000,            0.000000,            0.000000,            0.268840,            0.292597,            0.211031,            0.227532,
             0.000000,            0.000000,            0.000000,            0.000000,            0.182234,            0.266124,            0.551642,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.132982,            0.867018,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.914097,            0.077671,            0.006773,            0.001127,            0.000254,            0.000060,            0.000019,
             0.000000,            0.817211,            0.136028,            0.032957,            0.009787,            0.002890,            0.001126,
             0.000000,            0.000000,            0.548378,            0.262502,            0.117630,            0.046750,            0.024741,
             0.000000,            0.000000,            0.000000,            0.341710,            0.314331,            0.190889,            0.153070,
             0.000000,            0.000000,            0.000000,            0.000000,            0.248670,            0.305085,            0.446245,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.192208,            0.807792,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.867912,            0.112702,            0.014312,            0.003400,            0.001100,            0.000377,            0.000197,
             0.000000,            0.727328,            0.171863,            0.058485,            0.024709,            0.010497,            0.007118,
             0.000000,            0.000000,            0.387674,            0.258889,            0.165478,            0.095078,            0.092881,
             0.000000,            0.000000,            0.000000,            0.183852,            0.244888,            0.217391,            0.353870,
             0.000000,            0.000000,            0.000000,            0.000000,            0.111367,            0.200886,            0.687747,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.074189,            0.925811,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.640502,            0.218914,            0.058318,            0.026764,            0.016854,            0.011478,            0.027170,
             0.000000,            0.367431,            0.160215,            0.096887,            0.075683,            0.061873,            0.237911,
             0.000000,            0.000000,            0.050796,            0.058342,            0.069314,            0.078132,            0.743415,
             0.000000,            0.000000,            0.000000,            0.004863,            0.013034,            0.024213,            0.957889,
             0.000000,            0.000000,            0.000000,            0.000000,            0.001005,            0.003918,            0.995077,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000280,            0.999720,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.914176,            0.077607,            0.006761,            0.001124,            0.000253,            0.000060,            0.000019,
             0.000000,            0.817369,            0.135948,            0.032913,            0.009766,            0.002882,            0.001122,
             0.000000,            0.000000,            0.548693,            0.262457,            0.117516,            0.046667,            0.024667,
             0.000000,            0.000000,            0.000000,            0.342062,            0.314399,            0.190771,            0.152768,
             0.000000,            0.000000,            0.000000,            0.000000,            0.249002,            0.305235,            0.445763,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.192512,            0.807488,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.840658,            0.131198,            0.019469,            0.005345,            0.002002,            0.000797,            0.000531,
             0.000000,            0.677003,            0.184095,            0.071677,            0.034881,            0.017175,            0.015169,
             0.000000,            0.000000,            0.313174,            0.238313,            0.175698,            0.117329,            0.155487,
             0.000000,            0.000000,            0.000000,            0.125550,            0.194661,            0.202233,            0.477555,
             0.000000,            0.000000,            0.000000,            0.000000,            0.067932,            0.143915,            0.788153,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.041298,            0.958702,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
             0.850538,            0.124679,            0.017556,            0.004591,            0.001637,            0.000620,            0.000379,
             0.000000,            0.695015,            0.180328,            0.067130,            0.031161,            0.014603,            0.011763,
             0.000000,            0.000000,            0.338630,            0.246742,            0.173437,            0.110121,            0.131070,
             0.000000,            0.000000,            0.000000,            0.144371,            0.212702,            0.209573,            0.433353,
             0.000000,            0.000000,            0.000000,            0.000000,            0.081413,            0.163362,            0.755225,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.051179,            0.948821,
             0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            0.000000,            1.000000,
